"","Year","Country","HTS8","Value"
"1",2009,"Afghanistan","07129020",5385
"2",2009,"Afghanistan","07131040",4984
"3",2009,"Afghanistan","08029081",16314
"4",2009,"Afghanistan","08062010",8392
"5",2009,"Afghanistan","08062020",20060
"6",2009,"Afghanistan","08102090",6200
"7",2009,"Afghanistan","08129030",16290
"8",2009,"Afghanistan","08131000",37853
"9",2009,"Afghanistan","08132020",37600
"10",2009,"Afghanistan","08134020",3393
"11",2009,"Afghanistan","08134090",27609
"12",2009,"Afghanistan","09093000",2995
"13",2009,"Afghanistan","12119091",6255119
"14",2009,"Afghanistan","21069099",9792
"15",2009,"Afghanistan","25309080",20000
"16",2009,"Afghanistan","30021001",5000
"17",2009,"Afghanistan","33049950",20340
"18",2009,"Afghanistan","34011150",3816
"19",2009,"Afghanistan","37069000",6000
"20",2009,"Afghanistan","39269099",275
"21",2009,"Afghanistan","40169310",769
"22",2009,"Afghanistan","42021280",585
"23",2009,"Afghanistan","42029260",1630
"24",2009,"Afghanistan","43013000",5831
"25",2009,"Afghanistan","43021913",484
"26",2009,"Afghanistan","43021975",265
"27",2009,"Afghanistan","44083901",13475
"28",2009,"Afghanistan","44089001",39520
"29",2009,"Afghanistan","49029020",6347
"30",2009,"Afghanistan","56090040",424
"31",2009,"Afghanistan","57011016",20272
"32",2009,"Afghanistan","57011040",2833465
"33",2009,"Afghanistan","57011090",122626
"34",2009,"Afghanistan","57019010",762
"35",2009,"Afghanistan","57019020",401
"36",2009,"Afghanistan","57021090",137161
"37",2009,"Afghanistan","57024120",3694
"38",2009,"Afghanistan","57025020",4653
"39",2009,"Afghanistan","57031080",3000
"40",2009,"Afghanistan","57049000",4654
"41",2009,"Afghanistan","57050020",14650
"42",2009,"Afghanistan","58050040",1000
"43",2009,"Afghanistan","58089000",363
"44",2009,"Afghanistan","58109910",920
"45",2009,"Afghanistan","61044200",500
"46",2009,"Afghanistan","61171040",2100
"47",2009,"Afghanistan","62021100",525
"48",2009,"Afghanistan","62034240",750
"49",2009,"Afghanistan","62046240",400
"50",2009,"Afghanistan","62052020",1500
"51",2009,"Afghanistan","62063030",800
"52",2009,"Afghanistan","62113200",1320
"53",2009,"Afghanistan","62141010",2700
"54",2009,"Afghanistan","62142000",620
"55",2009,"Afghanistan","62149000",750
"56",2009,"Afghanistan","63022170",846
"57",2009,"Afghanistan","63072000",670
"58",2009,"Afghanistan","63079075",55649
"59",2009,"Afghanistan","63079098",8334
"60",2009,"Afghanistan","71031020",175000
"61",2009,"Afghanistan","71039100",18000
"62",2009,"Afghanistan","71039910",26491
"63",2009,"Afghanistan","71039950",12424
"64",2009,"Afghanistan","71049010",11685
"65",2009,"Afghanistan","71131150",5710
"66",2009,"Afghanistan","71131929",3000
"67",2009,"Afghanistan","71131950",12000
"68",2009,"Afghanistan","71162005",2018
"69",2009,"Afghanistan","71171990",9540
"70",2009,"Afghanistan","73089095",7697
"71",2009,"Afghanistan","84091000",2500
"72",2009,"Afghanistan","84145960",5960
"73",2009,"Afghanistan","84159080",4412
"74",2009,"Afghanistan","84199095",3504
