"","Year","Country","HTS8","Value"
"1",1998,"British Virgin Islands","03037940",7695
"2",1998,"British Virgin Islands","03042050",27467
"3",1998,"British Virgin Islands","03042060",1543087
"4",1998,"British Virgin Islands","09011100",64553
"5",1998,"British Virgin Islands","17039050",195690
"6",1998,"British Virgin Islands","21022040",6765
"7",1998,"British Virgin Islands","21039080",3465
"8",1998,"British Virgin Islands","21039090",2980
"9",1998,"British Virgin Islands","22084040",23119
"10",1998,"British Virgin Islands","24021060",50325
"11",1998,"British Virgin Islands","33030020",79137
"12",1998,"British Virgin Islands","33030030",6257
"13",1998,"British Virgin Islands","33041000",24079
"14",1998,"British Virgin Islands","33049100",26144
"15",1998,"British Virgin Islands","33049950",77003
"16",1998,"British Virgin Islands","34039900",3084
"17",1998,"British Virgin Islands","40169310",7600
"18",1998,"British Virgin Islands","40169350",26600
"19",1998,"British Virgin Islands","40169960",28852
"20",1998,"British Virgin Islands","42022280",265
"21",1998,"British Virgin Islands","42033000",424
"22",1998,"British Virgin Islands","48235940",209789
"23",1998,"British Virgin Islands","48239040",1800
"24",1998,"British Virgin Islands","49011000",0
"25",1998,"British Virgin Islands","49119110",2500
"26",1998,"British Virgin Islands","61061000",1086
"27",1998,"British Virgin Islands","61091000",4452
"28",1998,"British Virgin Islands","61099010",621
"29",1998,"British Virgin Islands","61099080",254
"30",1998,"British Virgin Islands","61101020",4028
"31",1998,"British Virgin Islands","61102020",1010
"32",1998,"British Virgin Islands","61103030",2856
"33",1998,"British Virgin Islands","62034240",20175
"34",1998,"British Virgin Islands","62043120",999
"35",1998,"British Virgin Islands","62043220",2863
"36",1998,"British Virgin Islands","62043350",3217
"37",1998,"British Virgin Islands","62044120",302
"38",1998,"British Virgin Islands","62044230",278
"39",1998,"British Virgin Islands","62044340",694
"40",1998,"British Virgin Islands","62045220",1223
"41",1998,"British Virgin Islands","62046220",8352
"42",1998,"British Virgin Islands","62046240",57280
"43",1998,"British Virgin Islands","62046335",5346
"44",1998,"British Virgin Islands","62052020",2922
"45",1998,"British Virgin Islands","62059040",1612
"46",1998,"British Virgin Islands","62062030",339
"47",1998,"British Virgin Islands","62063030",1870
"48",1998,"British Virgin Islands","62064030",421
"49",1998,"British Virgin Islands","63063900",1900
"50",1998,"British Virgin Islands","63090000",500
"51",1998,"British Virgin Islands","64039960",18815
"52",1998,"British Virgin Islands","64039990",2554
"53",1998,"British Virgin Islands","64041935",47358
"54",1998,"British Virgin Islands","64041980",75150
"55",1998,"British Virgin Islands","65059025",309
"56",1998,"British Virgin Islands","66011000",3050
"57",1998,"British Virgin Islands","68022300",12311
"58",1998,"British Virgin Islands","68029105",26110
"59",1998,"British Virgin Islands","68029300",19720
"60",1998,"British Virgin Islands","69081020",4806
"61",1998,"British Virgin Islands","69120044",4238
"62",1998,"British Virgin Islands","71012100",25325
"63",1998,"British Virgin Islands","71131950",2200
"64",1998,"British Virgin Islands","80070010",8439
"65",1998,"British Virgin Islands","83014060",5060
"66",1998,"British Virgin Islands","84136000",1566
"67",1998,"British Virgin Islands","84401000",130000
"68",1998,"British Virgin Islands","84717040",83769
"69",1998,"British Virgin Islands","84733050",186865
"70",1998,"British Virgin Islands","84836040",685761
"71",1998,"British Virgin Islands","85030095",2160
"72",1998,"British Virgin Islands","85052000",14606
"73",1998,"British Virgin Islands","85059080",84481
"74",1998,"British Virgin Islands","85118020",40785
"75",1998,"British Virgin Islands","85121020",61638
"76",1998,"British Virgin Islands","85122040",171614
"77",1998,"British Virgin Islands","85162100",93867
"78",1998,"British Virgin Islands","85182980",118899
"79",1998,"British Virgin Islands","85231300",0
"80",1998,"British Virgin Islands","85245210",10000
"81",1998,"British Virgin Islands","85421980",27750
"82",1998,"British Virgin Islands","85442000",12000
"83",1998,"British Virgin Islands","89031000",12000
"84",1998,"British Virgin Islands","90021900",2849
"85",1998,"British Virgin Islands","90029095",8160
"86",1998,"British Virgin Islands","90051000",278951
"87",1998,"British Virgin Islands","90072080",6000
"88",1998,"British Virgin Islands","90099050",2170
"89",1998,"British Virgin Islands","90119000",32596
"90",1998,"British Virgin Islands","90185000",4000
"91",1998,"British Virgin Islands","90328100",4000
"92",1998,"British Virgin Islands","94016980",15832
"93",1998,"British Virgin Islands","94035090",41393
"94",1998,"British Virgin Islands","94039070",21775
"95",1998,"British Virgin Islands","94051040",17239
"96",1998,"British Virgin Islands","94051060",24101
"97",1998,"British Virgin Islands","94054060",4232
"98",1998,"British Virgin Islands","95063900",24105
"99",1998,"British Virgin Islands","97060000",1650
"100",1998,"British Virgin Islands","98010010",2103178
"101",1998,"British Virgin Islands","98020050",2600
"102",1998,"British Virgin Islands","99999500",393790
"103",1998,"Eswatini (Swaziland)","17011110",2711428
"104",1998,"Eswatini (Swaziland)","17011150",91478
"105",1998,"Eswatini (Swaziland)","17019950",210826
"106",1998,"Eswatini (Swaziland)","17049010",71363
"107",1998,"Eswatini (Swaziland)","18069090",4207
"108",1998,"Eswatini (Swaziland)","20079905",2420
"109",1998,"Eswatini (Swaziland)","20079910",8470
"110",1998,"Eswatini (Swaziland)","20079925",6050
"111",1998,"Eswatini (Swaziland)","20079945",37508
"112",1998,"Eswatini (Swaziland)","20083070",73828
"113",1998,"Eswatini (Swaziland)","21039090",8623
"114",1998,"Eswatini (Swaziland)","30061000",2778
"115",1998,"Eswatini (Swaziland)","32041935",19805
"116",1998,"Eswatini (Swaziland)","33021040",4039
"117",1998,"Eswatini (Swaziland)","33030030",23531
"118",1998,"Eswatini (Swaziland)","34060000",680624
"119",1998,"Eswatini (Swaziland)","39172900",7069
"120",1998,"Eswatini (Swaziland)","39191020",8460
"121",1998,"Eswatini (Swaziland)","39211211",421
"122",1998,"Eswatini (Swaziland)","39269098",8327
"123",1998,"Eswatini (Swaziland)","40101290",793
"124",1998,"Eswatini (Swaziland)","40169960",20121
"125",1998,"Eswatini (Swaziland)","44089000",16284
"126",1998,"Eswatini (Swaziland)","44190080",31445
"127",1998,"Eswatini (Swaziland)","44201000",4212
"128",1998,"Eswatini (Swaziland)","46021018",3722
"129",1998,"Eswatini (Swaziland)","47031100",2038661
"130",1998,"Eswatini (Swaziland)","58063210",373
"131",1998,"Eswatini (Swaziland)","58081090",812
"132",1998,"Eswatini (Swaziland)","58109290",514
"133",1998,"Eswatini (Swaziland)","61013020",153655
"134",1998,"Eswatini (Swaziland)","61034210",19582
"135",1998,"Eswatini (Swaziland)","61044200",190378
"136",1998,"Eswatini (Swaziland)","61046210",103815
"137",1998,"Eswatini (Swaziland)","61046220",381701
"138",1998,"Eswatini (Swaziland)","61051000",1131613
"139",1998,"Eswatini (Swaziland)","61061000",1634224
"140",1998,"Eswatini (Swaziland)","61062020",45875
"141",1998,"Eswatini (Swaziland)","61083100",130515
"142",1998,"Eswatini (Swaziland)","61091000",753874
"143",1998,"Eswatini (Swaziland)","61101010",613
"144",1998,"Eswatini (Swaziland)","61102020",10294435
"145",1998,"Eswatini (Swaziland)","61103010",5852
"146",1998,"Eswatini (Swaziland)","61103030",342512
"147",1998,"Eswatini (Swaziland)","61111000",588
"148",1998,"Eswatini (Swaziland)","61112060",713662
"149",1998,"Eswatini (Swaziland)","61169264",102688
"150",1998,"Eswatini (Swaziland)","61169294",51250
"151",1998,"Eswatini (Swaziland)","62034240",239421
"152",1998,"Eswatini (Swaziland)","63023190",442
"153",1998,"Eswatini (Swaziland)","63025900",352
"154",1998,"Eswatini (Swaziland)","63090000",3110
"155",1998,"Eswatini (Swaziland)","65059050",692
"156",1998,"Eswatini (Swaziland)","65061060",500
"157",1998,"Eswatini (Swaziland)","70139990",2639
"158",1998,"Eswatini (Swaziland)","82031090",9292
"159",1998,"Eswatini (Swaziland)","83030000",148341
"160",1998,"Eswatini (Swaziland)","84224090",1920
"161",1998,"Eswatini (Swaziland)","84413000",10000
"162",1998,"Eswatini (Swaziland)","84435150",59647
"163",1998,"Eswatini (Swaziland)","84602900",47978
