"","Year","Country","HTS8","Value"
"1",2002,"Afghanistan","08025020",69850
"2",2002,"Afghanistan","08062010",14695
"3",2002,"Afghanistan","12111000",127763
"4",2002,"Afghanistan","27101910",0
"5",2002,"Afghanistan","27112900",0
"6",2002,"Afghanistan","43013000",300
"7",2002,"Afghanistan","43031000",3164
"8",2002,"Afghanistan","49070000",10602
"9",2002,"Afghanistan","57011016",500
"10",2002,"Afghanistan","57011040",23329
"11",2002,"Afghanistan","57011090",3387
"12",2002,"Afghanistan","57019010",540
"13",2002,"Afghanistan","57019020",300
"14",2002,"Afghanistan","57021090",16298
"15",2002,"Afghanistan","57024120",1725
"16",2002,"Afghanistan","57025140",2272
"17",2002,"Afghanistan","57029130",1700
"18",2002,"Afghanistan","57031000",2295
"19",2002,"Afghanistan","57050020",4097
"20",2002,"Afghanistan","62034240",540
"21",2002,"Afghanistan","63049200",1975
"22",2002,"Afghanistan","71039910",41466
"23",2002,"Afghanistan","71181000",15705
"24",2002,"Afghanistan","84716045",7000
"25",2002,"Afghanistan","85178010",36564
"26",2002,"Afghanistan","90142080",5000
"27",2002,"Afghanistan","90183200",584883
"28",2002,"Afghanistan","94036080",22760
"29",2002,"Afghanistan","97060000",165896
"30",2002,"Afghanistan","98010010",2690298
"31",2002,"Afghanistan","98010025",23975
"32",2002,"Afghanistan","98020050",300
"33",2002,"Afghanistan","99999500",14669
"34",2002,"Albania","07129060",195084
"35",2002,"Albania","08134020",2663
"36",2002,"Albania","09081000",15496
"37",2002,"Albania","09095000",34892
"38",2002,"Albania","09109920",18261
"39",2002,"Albania","12119090",2725557
"40",2002,"Albania","21069099",2443
"41",2002,"Albania","22030000",14536
"42",2002,"Albania","22082030",6758
"43",2002,"Albania","24011044",1251188
"44",2002,"Albania","24013019",56645
"45",2002,"Albania","33012950",108022
"46",2002,"Albania","39261000",289
"47",2002,"Albania","39269030",3055
"48",2002,"Albania","40169350",2304
"49",2002,"Albania","40169935",714
"50",2002,"Albania","40169960",17150
"51",2002,"Albania","42021100",500
"52",2002,"Albania","42022240",3100
"53",2002,"Albania","42022280",404
"54",2002,"Albania","44190080",12688
"55",2002,"Albania","48191000",2631
"56",2002,"Albania","52093900",1226
"57",2002,"Albania","62045930",290
"58",2002,"Albania","62046240",3786
"59",2002,"Albania","62046335",658
"60",2002,"Albania","62052020",158951
"61",2002,"Albania","62053020",8645
"62",2002,"Albania","62059040",29865
"63",2002,"Albania","64039990",223041
"64",2002,"Albania","71189000",9750
"65",2002,"Albania","73269085",9056
"66",2002,"Albania","76169950",9987
"67",2002,"Albania","84713000",3500
"68",2002,"Albania","84714910",16000
"69",2002,"Albania","84716045",2466
"70",2002,"Albania","84733010",8658
"71",2002,"Albania","84778000",10945
"72",2002,"Albania","85272110",114161
