"","Year","Country","HTS8","Value"
"1",2011,"British Virgin Islands","09109960",2159
"2",2011,"British Virgin Islands","21039090",2341
"3",2011,"British Virgin Islands","22011000",24844
"4",2011,"British Virgin Islands","22042150",82380
"5",2011,"British Virgin Islands","27011100",453000
"6",2011,"British Virgin Islands","28151100",25600
"7",2011,"British Virgin Islands","38099250",88688
"8",2011,"British Virgin Islands","38119000",389740
"9",2011,"British Virgin Islands","39111000",52700
"10",2011,"British Virgin Islands","39173200",12474
"11",2011,"British Virgin Islands","39173300",6048
"12",2011,"British Virgin Islands","39207300",29696
"13",2011,"British Virgin Islands","39211219",48586
"14",2011,"British Virgin Islands","39219040",14311
"15",2011,"British Virgin Islands","39239000",470
"16",2011,"British Virgin Islands","39249010",979
"17",2011,"British Virgin Islands","39264000",11964
"18",2011,"British Virgin Islands","39269099",2125
"19",2011,"British Virgin Islands","40091100",8930
"20",2011,"British Virgin Islands","40093200",3938
"21",2011,"British Virgin Islands","40169350",18232
"22",2011,"British Virgin Islands","40169903",68163
"23",2011,"British Virgin Islands","42021100",5490
"24",2011,"British Virgin Islands","42021220",8180
"25",2011,"British Virgin Islands","61013020",359
"26",2011,"British Virgin Islands","61103030",1044
"27",2011,"British Virgin Islands","62021220",28889
"28",2011,"British Virgin Islands","62029350",1030
"29",2011,"British Virgin Islands","62034340",558
"30",2011,"British Virgin Islands","62046330",348
"31",2011,"British Virgin Islands","62052020",3283
"32",2011,"British Virgin Islands","62063030",318
"33",2011,"British Virgin Islands","62101050",32880
"34",2011,"British Virgin Islands","62114300",900
"35",2011,"British Virgin Islands","63062290",796
"36",2011,"British Virgin Islands","64029140",1050
"37",2011,"British Virgin Islands","64029190",946
"38",2011,"British Virgin Islands","64029990",1000
"39",2011,"British Virgin Islands","64039160",3554
"40",2011,"British Virgin Islands","64039190",5797
"41",2011,"British Virgin Islands","64039960",3600
"42",2011,"British Virgin Islands","64039990",1733
"43",2011,"British Virgin Islands","64041190",7741
"44",2011,"British Virgin Islands","64052030",523351
"45",2011,"British Virgin Islands","66011000",996
"46",2011,"British Virgin Islands","70133720",2560
"47",2011,"British Virgin Islands","70199050",3900
"48",2011,"British Virgin Islands","71129100",18000
"49",2011,"British Virgin Islands","71131950",4000
"50",2011,"British Virgin Islands","72042100",18000
"51",2011,"British Virgin Islands","72042900",4000
"52",2011,"British Virgin Islands","72044900",16000
"53",2011,"British Virgin Islands","73079950",3438
"54",2011,"British Virgin Islands","73239300",2207
"55",2011,"British Virgin Islands","73239910",2010
"56",2011,"British Virgin Islands","73269085",4370
"57",2011,"British Virgin Islands","74199950",12000
"58",2011,"British Virgin Islands","76020000",24050
"59",2011,"British Virgin Islands","76151930",22630
"60",2011,"British Virgin Islands","82042000",5150
"61",2011,"British Virgin Islands","82057000",52054
"62",2011,"British Virgin Islands","82152000",8400
"63",2011,"British Virgin Islands","84129090",43882
"64",2011,"British Virgin Islands","84139190",3080
"65",2011,"British Virgin Islands","84199010",16524
"66",2011,"British Virgin Islands","84312000",22107
"67",2011,"British Virgin Islands","84719000",6600
"68",2011,"British Virgin Islands","84813020",9485
"69",2011,"British Virgin Islands","84818050",46977
"70",2011,"British Virgin Islands","84818090",141573
"71",2011,"British Virgin Islands","84819090",134767
"72",2011,"British Virgin Islands","85024000",75436
"73",2011,"British Virgin Islands","85043120",5292
"74",2011,"British Virgin Islands","85044085",2115
"75",2011,"British Virgin Islands","85121020",216746
"76",2011,"British Virgin Islands","85121040",116315
"77",2011,"British Virgin Islands","85258030",18000
"78",2011,"British Virgin Islands","85269100",12000
"79",2011,"British Virgin Islands","85291090",31250
"80",2011,"British Virgin Islands","85299016",9000
"81",2011,"British Virgin Islands","85311000",5929
"82",2011,"British Virgin Islands","85340000",199396
"83",2011,"British Virgin Islands","85372000",2500
"84",2011,"British Virgin Islands","85437096",11816
"85",2011,"British Virgin Islands","87141900",12993
"86",2011,"British Virgin Islands","87149500",10813
"87",2011,"British Virgin Islands","87149980",10398
"88",2011,"British Virgin Islands","88033000",30500
"89",2011,"British Virgin Islands","90149060",2800
"90",2011,"British Virgin Islands","90292020",7900
"91",2011,"British Virgin Islands","92029040",7000
"92",2011,"British Virgin Islands","94016980",15648
"93",2011,"British Virgin Islands","94017900",950
"94",2011,"British Virgin Islands","94032000",1618
"95",2011,"British Virgin Islands","94038960",7043
"96",2011,"British Virgin Islands","94039080",71983
"97",2011,"British Virgin Islands","94051040",26685
"98",2011,"British Virgin Islands","95042060",115557
"99",2011,"British Virgin Islands","95042080",243126
"100",2011,"British Virgin Islands","95049060",27947
"101",2011,"British Virgin Islands","97011000",1661404
"102",2011,"British Virgin Islands","97030000",16625
"103",2011,"British Virgin Islands","98010010",646713
"104",2011,"British Virgin Islands","99999500",102002
"105",2011,"Curaçao","22084020",55371
"106",2011,"Curaçao","22084040",14465
"107",2011,"Curaçao","22084080",15645
"108",2011,"Curaçao","22087000",119939
"109",2011,"Curaçao","22089075",56698
"110",2011,"Curaçao","27101125",21274033
"111",2011,"Curaçao","27101145",29212492
"112",2011,"Curaçao","27101905",27549349
"113",2011,"Curaçao","27101915",12221136
"114",2011,"Curaçao","27132000",1340295
"115",2011,"Curaçao","27149000",3151044
"116",2011,"Curaçao","29419050",2788796
"117",2011,"Curaçao","38085050",33615
"118",2011,"Curaçao","38220050",3011
"119",2011,"Curaçao","39202000",2948
"120",2011,"Curaçao","39209920",780
"121",2011,"Curaçao","39232100",10959
"122",2011,"Curaçao","39232900",1496
"123",2011,"Curaçao","39269045",2064
"124",2011,"Curaçao","40091100",18068
"125",2011,"Curaçao","48030040",12368
"126",2011,"Curaçao","48182000",7541
"127",2011,"Curaçao","48219020",19982
"128",2011,"Curaçao","61091000",880
"129",2011,"Curaçao","61101100",487
"130",2011,"Curaçao","63063000",10000
"131",2011,"Curaçao","64019910",330
"132",2011,"Curaçao","69149080",13491
"133",2011,"Curaçao","71081210",436647981
"134",2011,"Curaçao","71129100",3563635
"135",2011,"Curaçao","71129900",58015
"136",2011,"Curaçao","71131950",3511
"137",2011,"Curaçao","71159005",175005
"138",2011,"Curaçao","73072150",3220
"139",2011,"Curaçao","73181520",2200
"140",2011,"Curaçao","74040060",575343
"141",2011,"Curaçao","76020000",282959
"142",2011,"Curaçao","82042000",23049
"143",2011,"Curaçao","82055955",26910
"144",2011,"Curaçao","82122000",75040
"145",2011,"Curaçao","83022000",82220
"146",2011,"Curaçao","84139190",104573
"147",2011,"Curaçao","84211900",10000
"148",2011,"Curaçao","84212900",23760
"149",2011,"Curaçao","84313900",3552
"150",2011,"Curaçao","84714900",13498
"151",2011,"Curaçao","84718040",6020
"152",2011,"Curaçao","84733051",3005
"153",2011,"Curaçao","84799094",1583571
"154",2011,"Curaçao","84811000",2640
"155",2011,"Curaçao","84814000",41023
"156",2011,"Curaçao","84818090",7321
"157",2011,"Curaçao","84819090",21700
"158",2011,"Curaçao","84836080",12000
"159",2011,"Curaçao","84842000",6452
"160",2011,"Curaçao","84864000",0
"161",2011,"Curaçao","84869000",0
"162",2011,"Curaçao","84871000",10000
"163",2011,"Curaçao","85043120",8115
"164",2011,"Curaçao","85043140",330604
"165",2011,"Curaçao","85044095",83776
"166",2011,"Curaçao","85291040",2238
"167",2011,"Curaçao","85365090",14000
"168",2011,"Curaçao","85437096",20695
"169",2011,"Curaçao","85439088",2250
"170",2011,"Curaçao","85441100",2520
"171",2011,"Curaçao","85444290",478304
"172",2011,"Curaçao","85444990",10267
"173",2011,"Curaçao","85446020",547890
"174",2011,"Curaçao","85469000",2636
"175",2011,"Curaçao","86090000",2800
"176",2011,"Curaçao","87168050",7200
"177",2011,"Curaçao","89039100",120000
"178",2011,"Curaçao","90158080",20000
"179",2011,"Curaçao","90159000",537218
"180",2011,"Curaçao","90262080",14220
"181",2011,"Curaçao","90278080",8000
"182",2011,"Curaçao","90309088",3313
"183",2011,"Curaçao","91021920",2082
"184",2011,"Curaçao","91139080",2090
"185",2011,"Curaçao","94032000",1000
"186",2011,"Curaçao","96032100",92271
"187",2011,"Curaçao","97011000",72419
"188",2011,"Curaçao","97030000",57100
"189",2011,"Curaçao","98010010",12258577
"190",2011,"Curaçao","98010020",27812
"191",2011,"Curaçao","98010025",620513
"192",2011,"Curaçao","98010026",725096
"193",2011,"Curaçao","99999500",440301
"194",2011,"Eswatini (Swaziland)","08026080",179450
