"","Year","Country","HTS8","Value"
"1",1998,"Afghanistan","08025040",163210
"2",1998,"Afghanistan","08042040",6528
"3",1998,"Afghanistan","08062010",383098
"4",1998,"Afghanistan","08132020",13892
"5",1998,"Afghanistan","08134015",2604
"6",1998,"Afghanistan","12079100",15577
"7",1998,"Afghanistan","12111000",1928773
"8",1998,"Afghanistan","13022000",97433
"9",1998,"Afghanistan","14041000",45540
"10",1998,"Afghanistan","22030000",19381
"11",1998,"Afghanistan","27090020",9322872
"12",1998,"Afghanistan","29154050",45621
"13",1998,"Afghanistan","34021150",13311
"14",1998,"Afghanistan","39253010",528
"15",1998,"Afghanistan","40169350",2413
"16",1998,"Afghanistan","42029245",278
"17",1998,"Afghanistan","43031000",8852
"18",1998,"Afghanistan","49019900",1420
"19",1998,"Afghanistan","57011016",2254
"20",1998,"Afghanistan","57011040",17358
"21",1998,"Afghanistan","57011090",22955
"22",1998,"Afghanistan","57019010",2249
"23",1998,"Afghanistan","57021090",102484
"24",1998,"Afghanistan","57023120",5046
"25",1998,"Afghanistan","57024120",7988
"26",1998,"Afghanistan","57029920",515
"27",1998,"Afghanistan","57031000",6851
"28",1998,"Afghanistan","63079099",27811
"29",1998,"Afghanistan","64039990",40159
"30",1998,"Afghanistan","71031020",4040
"31",1998,"Afghanistan","71039910",1962
"32",1998,"Afghanistan","71039950",16800
"33",1998,"Afghanistan","71162005",2438
"34",1998,"Afghanistan","71189000",7800
"35",1998,"Afghanistan","73259910",4408
"36",1998,"Afghanistan","84717040",0
"37",1998,"Afghanistan","84717090",0
"38",1998,"Afghanistan","84733010",0
"39",1998,"Afghanistan","85322900",2321
"40",1998,"Afghanistan","85332100",0
"41",1998,"Afghanistan","85389080",4677
"42",1998,"Afghanistan","85444180",19544
"43",1998,"Afghanistan","87120035",17819
"44",1998,"Afghanistan","97030000",5700
"45",1998,"Afghanistan","97040000",40000
"46",1998,"Afghanistan","97060000",3158212
"47",1998,"Afghanistan","98010010",12900
"48",1998,"Afghanistan","98120020",1e+06
"49",1998,"Afghanistan","99999500",58234
"50",1998,"Albania","07129060",153158
"51",1998,"Albania","07129070",23740
"52",1998,"Albania","09095000",23356
"53",1998,"Albania","09104030",29603
"54",1998,"Albania","12119080",3543546
"55",1998,"Albania","12149000",4364
"56",1998,"Albania","15091020",182400
"57",1998,"Albania","22089020",6948
"58",1998,"Albania","24011044",3881296
"59",1998,"Albania","24013003",15953
"60",1998,"Albania","24013019",152673
"61",1998,"Albania","33012950",195498
"62",1998,"Albania","39269098",9310
"63",1998,"Albania","49019900",3465
"64",1998,"Albania","62114200",70447
"65",1998,"Albania","64039990",3877623
"66",1998,"Albania","68159940",2482
"67",1998,"Albania","71189000",3000
"68",1998,"Albania","84141000",3300
"69",1998,"Albania","84669250",1422
"70",1998,"Albania","84713000",2278
"71",1998,"Albania","84716080",7150
"72",1998,"Albania","84717090",2400
"73",1998,"Albania","84749000",33509
"74",1998,"Albania","90181995",2199
"75",1998,"Albania","97011000",15000
"76",1998,"Albania","98010010",30000
"77",1998,"Albania","98120020",19500
"78",1998,"Albania","99999500",70706
"79",1998,"Algeria","08041040",43184
"80",1998,"Algeria","09011200",1934216
"81",1998,"Algeria","25030000",0
"82",1998,"Algeria","27073000",0
"83",1998,"Algeria","27075000",0
"84",1998,"Algeria","27079950",0
"85",1998,"Algeria","27090010",35555988
"86",1998,"Algeria","27090020",52475608
"87",1998,"Algeria","27100005",278943917
"88",1998,"Algeria","27100010",51918416
"89",1998,"Algeria","27100015",5157793
"90",1998,"Algeria","27100018",8820102
