"","Year","Country","HTS8","Value"
"1",2000,"Afghanistan","08062010",17512
"2",2000,"Afghanistan","08062020",5800
"3",2000,"Afghanistan","08135000",5640
"4",2000,"Afghanistan","12111000",208151
"5",2000,"Afghanistan","27112900",0
"6",2000,"Afghanistan","30049090",22063
"7",2000,"Afghanistan","44089000",4391
"8",2000,"Afghanistan","49019900",6113
"9",2000,"Afghanistan","57011016",600
"10",2000,"Afghanistan","57011040",7125
"11",2000,"Afghanistan","57011090",6752
"12",2000,"Afghanistan","57019010",300
"13",2000,"Afghanistan","57021090",33206
"14",2000,"Afghanistan","57029130",693
"15",2000,"Afghanistan","57031000",2061
"16",2000,"Afghanistan","57050020",2860
"17",2000,"Afghanistan","62052020",4092
"18",2000,"Afghanistan","69089000",5293
"19",2000,"Afghanistan","71049010",2693
"20",2000,"Afghanistan","97011000",7692
"21",2000,"Afghanistan","97060000",393056
"22",2000,"Afghanistan","98010010",35000
"23",2000,"Afghanistan","98020050",1375
"24",2000,"Afghanistan","99999500",3473
"25",2000,"Albania","07129060",136688
"26",2000,"Albania","12119080",1949007
"27",2000,"Albania","24011044",2623009
"28",2000,"Albania","33012950",216715
"29",2000,"Albania","42022280",2200
"30",2000,"Albania","49019900",7065
"31",2000,"Albania","61023020",426
"32",2000,"Albania","61043320",559
"33",2000,"Albania","61099010",406
"34",2000,"Albania","62045330",491
"35",2000,"Albania","62046335",535
"36",2000,"Albania","62064030",8024
"37",2000,"Albania","62114300",470
"38",2000,"Albania","64039990",692174
"39",2000,"Albania","71131950",3780
"40",2000,"Albania","71181000",123095
"41",2000,"Albania","71189000",18845
"42",2000,"Albania","73043900",2698
"43",2000,"Albania","84138100",4300
"44",2000,"Albania","84149040",12300
"45",2000,"Albania","85252030",2663
"46",2000,"Albania","85322100",2450
"47",2000,"Albania","85364900",0
"48",2000,"Albania","85412900",3511
"49",2000,"Albania","90184980",18000
"50",2000,"Albania","97011000",70500
"51",2000,"Albania","97050000",136098
"52",2000,"Albania","97060000",561964
"53",2000,"Albania","98010010",1129819
"54",2000,"Albania","99999500",58329
"55",2000,"Algeria","03061100",19019
