"","Year","Country","HTS8","Value"
"1",2008,"British Virgin Islands","03036200",395859
"2",2008,"British Virgin Islands","03037900",6430
"3",2008,"British Virgin Islands","09109960",7070
"4",2008,"British Virgin Islands","17049068",12218
"5",2008,"British Virgin Islands","19053100",306387
"6",2008,"British Virgin Islands","19054000",27600
"7",2008,"British Virgin Islands","21039090",2532
"8",2008,"British Virgin Islands","33049950",9880
"9",2008,"British Virgin Islands","33073050",3060
"10",2008,"British Virgin Islands","34022051",12110
"11",2008,"British Virgin Islands","39100000",17600
"12",2008,"British Virgin Islands","39181020",359
"13",2008,"British Virgin Islands","39211219",41825
"14",2008,"British Virgin Islands","39232900",17878
"15",2008,"British Virgin Islands","39241020",21108
"16",2008,"British Virgin Islands","39241030",484
"17",2008,"British Virgin Islands","39241040",27908
"18",2008,"British Virgin Islands","39249056",1160
"19",2008,"British Virgin Islands","39269055",802
"20",2008,"British Virgin Islands","39269099",800245
"21",2008,"British Virgin Islands","40111010",58898
"22",2008,"British Virgin Islands","40169350",52071
"23",2008,"British Virgin Islands","42010030",166540
"24",2008,"British Virgin Islands","42010060",10147
"25",2008,"British Virgin Islands","42022280",288
"26",2008,"British Virgin Islands","42023160",4650
"27",2008,"British Virgin Islands","42023220",1680
"28",2008,"British Virgin Islands","42029100",21075
"29",2008,"British Virgin Islands","42029245",624
"30",2008,"British Virgin Islands","42032140",380
"31",2008,"British Virgin Islands","42050080",28146
"32",2008,"British Virgin Islands","44182080",3360
"33",2008,"British Virgin Islands","48201020",11919
"34",2008,"British Virgin Islands","55031990",260832
"35",2008,"British Virgin Islands","55032000",479279
"36",2008,"British Virgin Islands","55129900",17525
"37",2008,"British Virgin Islands","61045200",351
"38",2008,"British Virgin Islands","61091000",1495
"39",2008,"British Virgin Islands","62063030",455
"40",2008,"British Virgin Islands","63063000",6000
"41",2008,"British Virgin Islands","63079098",19305
"42",2008,"British Virgin Islands","64039960",370
"43",2008,"British Virgin Islands","64041190",21979
"44",2008,"British Virgin Islands","64041935",680
"45",2008,"British Virgin Islands","64051000",134832
"46",2008,"British Virgin Islands","64052030",48443
"47",2008,"British Virgin Islands","65059020",1319
"48",2008,"British Virgin Islands","65069100",260
"49",2008,"British Virgin Islands","66020000",18114
"50",2008,"British Virgin Islands","69131050",15714
"51",2008,"British Virgin Islands","70139930",3935
"52",2008,"British Virgin Islands","71131925",2103
"53",2008,"British Virgin Islands","71131950",2806
"54",2008,"British Virgin Islands","72021150",418238
"55",2008,"British Virgin Islands","73151100",13234
"56",2008,"British Virgin Islands","73151900",8608
"57",2008,"British Virgin Islands","73219060",244348
"58",2008,"British Virgin Islands","80070050",3510
"59",2008,"British Virgin Islands","82015000",26871
"60",2008,"British Virgin Islands","82041100",8440
"61",2008,"British Virgin Islands","83062900",3745
"62",2008,"British Virgin Islands","84143080",38570
"63",2008,"British Virgin Islands","84145960",31764
"64",2008,"British Virgin Islands","84149041",62945
"65",2008,"British Virgin Islands","84253901",83690
"66",2008,"British Virgin Islands","84262000",613504
"67",2008,"British Virgin Islands","84314990",6400
"68",2008,"British Virgin Islands","84423001",3000
"69",2008,"British Virgin Islands","84713001",6000
"70",2008,"British Virgin Islands","84719000",3800
"71",2008,"British Virgin Islands","84733011",2990
"72",2008,"British Virgin Islands","84733051",16550
"73",2008,"British Virgin Islands","84743100",14000
"74",2008,"British Virgin Islands","84779085",6649
"75",2008,"British Virgin Islands","84818010",52385
"76",2008,"British Virgin Islands","84818050",52843
"77",2008,"British Virgin Islands","85044085",46515
"78",2008,"British Virgin Islands","85171200",10476
"79",2008,"British Virgin Islands","85177000",10500
"80",2008,"British Virgin Islands","85258030",301941
"81",2008,"British Virgin Islands","85414020",24742
"82",2008,"British Virgin Islands","85416000",4500
"83",2008,"British Virgin Islands","85423900",52284
"84",2008,"British Virgin Islands","85439011",33400
"85",2008,"British Virgin Islands","87082100",144734
"86",2008,"British Virgin Islands","87139000",44000
"87",2008,"British Virgin Islands","90148050",18000
"88",2008,"British Virgin Islands","90178000",9411
"89",2008,"British Virgin Islands","90189080",8000
"90",2008,"British Virgin Islands","90211000",52703
"91",2008,"British Virgin Islands","90251980",22000
"92",2008,"British Virgin Islands","92089000",4130
"93",2008,"British Virgin Islands","94016140",17160
"94",2008,"British Virgin Islands","94032000",20361
"95",2008,"British Virgin Islands","94035090",13466
"96",2008,"British Virgin Islands","94039080",4886
"97",2008,"British Virgin Islands","94055040",8100
"98",2008,"British Virgin Islands","95043000",1150
"99",2008,"British Virgin Islands","95063200",156200
"100",2008,"British Virgin Islands","96039080",14155
"101",2008,"British Virgin Islands","97011000",1156892
"102",2008,"British Virgin Islands","97060000",27684
"103",2008,"British Virgin Islands","98010010",3146160
"104",2008,"British Virgin Islands","99999500",570687
"105",2008,"Eswatini (Swaziland)","09042073",32956
"106",2008,"Eswatini (Swaziland)","17011150",282633
"107",2008,"Eswatini (Swaziland)","17019950",102138
"108",2008,"Eswatini (Swaziland)","20079190",5957
"109",2008,"Eswatini (Swaziland)","20079935",6610
"110",2008,"Eswatini (Swaziland)","20079945",10384
"111",2008,"Eswatini (Swaziland)","20079975",6630
"112",2008,"Eswatini (Swaziland)","20083040",35568
"113",2008,"Eswatini (Swaziland)","20083046",18116
"114",2008,"Eswatini (Swaziland)","20083070",1161157
"115",2008,"Eswatini (Swaziland)","20089290",375230
"116",2008,"Eswatini (Swaziland)","21039090",4917
"117",2008,"Eswatini (Swaziland)","32041110",2310
"118",2008,"Eswatini (Swaziland)","32081000",2005
"119",2008,"Eswatini (Swaziland)","34060000",8232
"120",2008,"Eswatini (Swaziland)","39095050",2190
"121",2008,"Eswatini (Swaziland)","39173200",4932
"122",2008,"Eswatini (Swaziland)","39206200",114456
"123",2008,"Eswatini (Swaziland)","39235000",1193
"124",2008,"Eswatini (Swaziland)","39239000",184330
"125",2008,"Eswatini (Swaziland)","39249056",1114
"126",2008,"Eswatini (Swaziland)","39269099",90477
"127",2008,"Eswatini (Swaziland)","40169350",1465
"128",2008,"Eswatini (Swaziland)","42010060",2501
"129",2008,"Eswatini (Swaziland)","42022245",1693
"130",2008,"Eswatini (Swaziland)","42022280",2575
"131",2008,"Eswatini (Swaziland)","44151030",2250
"132",2008,"Eswatini (Swaziland)","45041030",368855
"133",2008,"Eswatini (Swaziland)","46021918",13423
"134",2008,"Eswatini (Swaziland)","46029000",2481
"135",2008,"Eswatini (Swaziland)","47031100",1040080
"136",2008,"Eswatini (Swaziland)","48101920",167446
"137",2008,"Eswatini (Swaziland)","49011000",2213
"138",2008,"Eswatini (Swaziland)","51111910",3215
"139",2008,"Eswatini (Swaziland)","52084250",890
"140",2008,"Eswatini (Swaziland)","55095900",7415
"141",2008,"Eswatini (Swaziland)","56090020",750
"142",2008,"Eswatini (Swaziland)","57011040",3736
"143",2008,"Eswatini (Swaziland)","57011090",4165
"144",2008,"Eswatini (Swaziland)","57024120",2798
"145",2008,"Eswatini (Swaziland)","59070015",937
"146",2008,"Eswatini (Swaziland)","61012000",216669
"147",2008,"Eswatini (Swaziland)","61013020",928770
"148",2008,"Eswatini (Swaziland)","61022000",1182558
"149",2008,"Eswatini (Swaziland)","61023020",1534887
"150",2008,"Eswatini (Swaziland)","61034210",2420004
"151",2008,"Eswatini (Swaziland)","61034315",826805
"152",2008,"Eswatini (Swaziland)","61045200",5044
"153",2008,"Eswatini (Swaziland)","61045320",1464569
"154",2008,"Eswatini (Swaziland)","61046220",13017691
"155",2008,"Eswatini (Swaziland)","61046320",5673446
"156",2008,"Eswatini (Swaziland)","61051000",145263
"157",2008,"Eswatini (Swaziland)","61052020",2149350
"158",2008,"Eswatini (Swaziland)","61061000",408453
"159",2008,"Eswatini (Swaziland)","61062020",986634
"160",2008,"Eswatini (Swaziland)","61072200",22521
"161",2008,"Eswatini (Swaziland)","61083100",43765
"162",2008,"Eswatini (Swaziland)","61091000",910776
"163",2008,"Eswatini (Swaziland)","61099010",867324
"164",2008,"Eswatini (Swaziland)","61099080",1888
"165",2008,"Eswatini (Swaziland)","61102020",17707188
"166",2008,"Eswatini (Swaziland)","61103020",16236
"167",2008,"Eswatini (Swaziland)","61103030",15776487
"168",2008,"Eswatini (Swaziland)","61112060",58367
"169",2008,"Eswatini (Swaziland)","61121200",175142
"170",2008,"Eswatini (Swaziland)","61142000",2324892
"171",2008,"Eswatini (Swaziland)","61143010",315350
"172",2008,"Eswatini (Swaziland)","62019220",33344
"173",2008,"Eswatini (Swaziland)","62019335",51559
"174",2008,"Eswatini (Swaziland)","62029350",3456
"175",2008,"Eswatini (Swaziland)","62034220",11982
"176",2008,"Eswatini (Swaziland)","62034240",13165692
"177",2008,"Eswatini (Swaziland)","62034340",386320
"178",2008,"Eswatini (Swaziland)","62046240",21652221
"179",2008,"Eswatini (Swaziland)","62046335",10512974
"180",2008,"Eswatini (Swaziland)","62052020",5838146
"181",2008,"Eswatini (Swaziland)","62053020",968096
"182",2008,"Eswatini (Swaziland)","62063030",377570
"183",2008,"Eswatini (Swaziland)","62064030",193245
"184",2008,"Eswatini (Swaziland)","62072100",180411
"185",2008,"Eswatini (Swaziland)","62072200",262881
"186",2008,"Eswatini (Swaziland)","62079110",45401
"187",2008,"Eswatini (Swaziland)","62089200",6703
"188",2008,"Eswatini (Swaziland)","62092030",402826
"189",2008,"Eswatini (Swaziland)","62113300",618961
"190",2008,"Eswatini (Swaziland)","62114200",71235
"191",2008,"Eswatini (Swaziland)","62114300",890467
"192",2008,"Eswatini (Swaziland)","63012000",667
"193",2008,"Eswatini (Swaziland)","63025300",978
"194",2008,"Eswatini (Swaziland)","63025920",522
"195",2008,"Eswatini (Swaziland)","63049100",2388
"196",2008,"Eswatini (Swaziland)","63049960",650
"197",2008,"Eswatini (Swaziland)","69120048",4814
"198",2008,"Eswatini (Swaziland)","69120050",3441
